ID_encuesta,Relacion_MarNCP,Ocu_agrupado,Encuestador,Sitio,Residencia_costa,Distancia_residenciaKm,Edad,Genero,Ingresos,Integrantes_familia,Nota_conocimiento,Participacion_avistamiento,AmbOrigen,Ambiente_bienestar,Ambiente,Agrado,Desagrado,Frec_visita,Frec_infancia,Conoce_especie,Especie,Nombre_especie,Beneficio_sp_amb,FrecPercibida,Origen,Ingreso_percap,AgradoCH,DesagradoCH,Conoce_nombre,Conoce_origen
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,1,Columba,PALOMA,3,4,Terrestre,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,1,Pele,PELICANO,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,1,Phalacrocorax,NO SABE,7,7,Marino,250000,Comportamiento,Nada le desagrada,0,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,0,Turdus,NO SABE,6,6,Marino,250000,Comportamiento,Nada le desagrada,0,0
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaNat,2,5,1,-1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Larus,GAVIOTA,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Pele,PELICANO,7,7,Marino,250000,Comportamiento,Nada le desagrada,1,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Phalacrocorax,NO SABE,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,0,1
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,0,Turdus,NO SABE,NA,NA,Marino,250000,Comportamiento,Nada le desagrada,0,0
JD11041996,NO MATERIAL- Exp. físicas y psicológicas,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.0055248618784530384,23,Masculino,1000000,4,2,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,250000,Comportamiento,Nada le desagrada,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,1,Larus,GAVIOTA,NA,NA,Marino,212500,Simbolismo,Familiaridad,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,1,Columba,PALOMA,NA,NA,Terrestre,212500,Simbolismo,Familiaridad,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,1,Pele,PELICANO,1,0,Marino,212500,Simbolismo,Familiaridad,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,0,Phalacrocorax,NO SABE,6,2,Terrestre,212500,Simbolismo,Familiaridad,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,0,Turdus,NO SABE,7,6,Terrestre,212500,Simbolismo,Familiaridad,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Verde,4,3,1,0,1,Zonotrichia,NO SABE,7,5,Terrestre,212500,Simbolismo,Familiaridad,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,1,Larus,GAVIOTA,NA,NA,Marino,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,1,Columba,PALOMA,NA,NA,Terrestre,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,1,Pele,PELICANO,NA,NA,Marino,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,212500,Estética,Comportamiento,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,0,Turdus,NO SABE,NA,NA,Terrestre,212500,Estética,Comportamiento,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,Urbano,1,2,1,0,1,Zonotrichia,NO SABE,NA,NA,Terrestre,212500,Estética,Comportamiento,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,1,Larus,GAVIOTA,NA,NA,Marino,212500,Comportamiento,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,1,Columba,PALOMA,3,4,Terrestre,212500,Comportamiento,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,1,Pele,PELICANO,NA,NA,Marino,212500,Comportamiento,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,212500,Comportamiento,Comportamiento,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,0,Turdus,NO SABE,NA,NA,Terrestre,212500,Comportamiento,Comportamiento,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,6,PlayaNat,2,2,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,212500,Comportamiento,Comportamiento,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,1,Larus,GAVIOTA,NA,NA,Marino,212500,Estética,Estética,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,1,Columba,PALOMA,NA,NA,Terrestre,212500,Estética,Estética,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,1,Pele,PELICANO,NA,NA,Marino,212500,Estética,Estética,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,0,Phalacrocorax,NO SABE,5,1,Terrestre,212500,Estética,Estética,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,0,Turdus,NO SABE,NA,NA,Terrestre,212500,Estética,Estética,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,PlayaInt,1,1,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,212500,Estética,Estética,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Larus,GAVIOTA,7,7,Marino,212500,Comportamiento,Nada le desagrada,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Columba,PALOMA,3,4,Terrestre,212500,Comportamiento,Nada le desagrada,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Pele,PELICANO,7,7,Marino,212500,Comportamiento,Nada le desagrada,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,212500,Comportamiento,Nada le desagrada,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,0,Turdus,NO SABE,NA,NA,Terrestre,212500,Comportamiento,Nada le desagrada,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Zonotrichia,NO SABE,7,4,Terrestre,212500,Comportamiento,Nada le desagrada,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,1,Larus,GAVIOTA,6,7,Marino,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,1,Columba,PALOMA,NA,NA,Terrestre,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,1,Pele,PELICANO,NA,NA,Marino,212500,Estética,Comportamiento,1,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,0,Phalacrocorax,NO SABE,NA,NA,Terrestre,212500,Estética,Comportamiento,0,0
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,0,Turdus,NO SABE,2,2,Terrestre,212500,Estética,Comportamiento,0,1
SR19101993,NO MATERIAL- Soporte de identidad,Estudiante,FRAN,ROCA OCEANICA,Reside en la costa,0.2,26,Femenino,425000,2,1,0,ROCA NATURAL,7,RocaInt,1,2,1,1,1,Zonotrichia,NO SABE,NA,NA,Terrestre,212500,Estética,Comportamiento,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,1,Larus,GAVIOTA,4,6,Marino,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,1,Columba,PALOMA,NA,NA,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,1,Pele,PELICANO,NA,NA,Marino,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,0,Phalacrocorax,NO SABE,NA,NA,Marino,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,1,Turdus,NO SABE,NA,NA,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,Verde,3,5,0.25,1,1,Zonotrichia,GUANAYA,1,0,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,1,Larus,GAVIOTA,NA,NA,Marino,141666.66666666666,Comportamiento,Familiaridad,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,1,Columba,PALOMA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Familiaridad,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,1,Pele,PELICANO,1,3,Marino,141666.66666666666,Comportamiento,Familiaridad,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,0,Phalacrocorax,NO SABE,6,4,Marino,141666.66666666666,Comportamiento,Familiaridad,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,1,Turdus,NO SABE,NA,NA,Terrestre,141666.66666666666,Comportamiento,Familiaridad,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,6,Urbano,2,3,0.25,1,1,Zonotrichia,GUANAYA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Familiaridad,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,1,Larus,GAVIOTA,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,1,Columba,PALOMA,1,3,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,1,Pele,PELICANO,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,0,Phalacrocorax,NO SABE,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,1,Turdus,NO SABE,1,0,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaNat,2,5,0.04,-1,1,Zonotrichia,GUANAYA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,1,Larus,GAVIOTA,NA,NA,Marino,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,1,Columba,PALOMA,NA,NA,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,1,Pele,PELICANO,NA,NA,Marino,141666.66666666666,Familiaridad,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,0,Phalacrocorax,NO SABE,5,1,Marino,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,1,Turdus,NO SABE,2,0,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,PlayaInt,3,5,1,0,1,Zonotrichia,GUANAYA,7,6,Terrestre,141666.66666666666,Familiaridad,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Larus,GAVIOTA,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Pele,PELICANO,7,7,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,0,Phalacrocorax,NO SABE,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Turdus,NO SABE,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaNat,2,5,1,1,1,Zonotrichia,GUANAYA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Larus,GAVIOTA,7,7,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Columba,PALOMA,6,5,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Pele,PELICANO,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,1,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,0,Phalacrocorax,NO SABE,NA,NA,Marino,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Turdus,NO SABE,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
EV19071964,NO MATERIAL- Exp. físicas y psicológicas,Independiente,FRAN,ROCA OCEANICA,Reside en la costa,0.6666666666666666,57,Masculino,425000,3,4,0,ROCA NATURAL,7,RocaInt,2,5,1,1,1,Zonotrichia,GUANAYA,NA,NA,Terrestre,141666.66666666666,Comportamiento,Nada le desagrada,0,1
HP11061992,NO MATERIAL- Exp. físicas y psicológicas,Profesional,FRAN,HUMEDAL RENACA,Reside en la costa,0.2,27,Masculino,3400000,2,1,0,PLAYA NATURAL,7,Verde,3,5,0.25,-1,1,Larus,GAVIOTA,NA,NA,Marino,1700000,Familiaridad,Nada le desagrada,1,1
HP11061992,NO MATERIAL- Exp. físicas y psicológicas,Profesional,FRAN,HUMEDAL RENACA,Reside en la costa,0.2,27,Masculino,3400000,2,1,0,PLAYA NATURAL,7,Verde,3,5,0.25,-1,1,Columba,PALOMA,NA,NA,Terrestre,1700000,Familiaridad,Nada le desagrada,1,1
HP11061992,NO MATERIAL- Exp. físicas y psicológicas,Profesional,FRAN,HUMEDAL RENACA,Reside en la costa,0.2,27,Masculino,3400000,2,1,0,PLAYA NATURAL,7,Verde,3,5,0.25,-1,1,Pele,NO SABE,NA,NA,Marino,1700000,Familiaridad,Nada le desagrada,0,1
HP11061992,NO MATERIAL- Exp. físicas y psicológicas,Profesional,FRAN,HUMEDAL RENACA,Reside en la costa,0.2,27,Masculino,3400000,2,1,0,PLAYA NATURAL,7,Verde,3,5,0.25,-1,1,Phalacrocorax,NO SABE,NA,NA,Marino,1700000,Familiaridad,Nada le desagrada,0,1
HP11061992,NO MATERIAL- Exp. físicas y psicológicas,Profesional,FRAN,HUMEDAL RENACA,Reside en la costa,0.2,27,Masculino,3400000,2,1,0,PLAYA NATURAL,7,Verde,3,5,0.25,-1,1,Turdus,GORRION,7,7,Terrestre,1700000,Familiaridad,Nada le desagrada,0,1
